"Date","Time","Open","High","Low","Close","Up","Down"
11/19/2025,19:26:30,6848.50,6848.75,6848.25,6848.25,19,58
11/19/2025,19:27:00,6848.25,6850.50,6848.25,6850.00,120,60
11/19/2025,19:27:30,6850.00,6850.75,6850.00,6850.25,89,52
11/19/2025,19:28:00,6850.50,6851.25,6849.50,6849.50,48,60
11/19/2025,19:28:30,6849.50,6850.00,6849.00,6849.75,68,36
11/19/2025,19:29:00,6849.75,6850.75,6849.50,6850.50,73,40
11/19/2025,19:29:30,6850.25,6850.25,6849.25,6849.50,41,45
11/19/2025,19:30:00,6849.50,6849.75,6848.50,6849.50,72,85
11/19/2025,19:30:30,6849.75,6850.00,6849.50,6849.50,51,75
11/19/2025,19:31:00,6849.50,6850.50,6849.25,6850.25,47,23
11/19/2025,19:31:30,6850.25,6850.50,6849.75,6850.00,57,49
11/19/2025,19:32:00,6850.00,6850.50,6849.75,6850.50,46,22
11/19/2025,19:32:30,6850.50,6850.75,6849.75,6850.00,40,69
11/19/2025,19:33:00,6850.00,6851.00,6849.75,6850.75,32,28
11/19/2025,19:33:30,6851.00,6851.25,6849.25,6849.50,28,91
11/19/2025,19:34:00,6849.50,6849.50,6848.75,6849.25,25,29
11/19/2025,19:34:30,6849.50,6849.50,6848.00,6848.00,59,117
11/19/2025,19:35:00,6847.75,6849.25,6847.50,6849.25,61,28
11/19/2025,19:35:30,6849.00,6850.00,6848.75,6849.50,73,39
11/19/2025,19:36:00,6849.75,6849.75,6848.50,6848.50,11,30
11/19/2025,19:36:30,6848.50,6850.00,6848.50,6850.00,64,22
11/19/2025,19:37:00,6849.75,6850.00,6848.50,6848.50,21,83
11/19/2025,19:37:30,6848.50,6848.50,6847.75,6848.25,58,73
11/19/2025,19:38:00,6848.25,6849.00,6848.00,6849.00,27,18
11/19/2025,19:38:30,6849.00,6849.25,6848.25,6848.25,8,13
11/19/2025,19:39:00,6848.25,6849.00,6848.25,6848.25,32,37
11/19/2025,19:39:30,6848.50,6848.75,6848.25,6848.50,26,7
11/19/2025,19:40:00,6848.75,6849.00,6848.25,6849.00,44,29
11/19/2025,19:40:30,6849.00,6849.00,6848.00,6848.25,30,40
11/19/2025,19:41:00,6848.25,6849.25,6848.25,6849.00,34,25
11/19/2025,19:41:30,6849.00,6849.50,6848.75,6849.25,55,78
11/19/2025,19:42:00,6849.25,6850.00,6849.25,6850.00,31,16
11/19/2025,19:42:30,6850.00,6851.00,6849.75,6851.00,66,42
11/19/2025,19:43:00,6850.75,6851.00,6850.00,6850.00,36,80
11/19/2025,19:43:30,6850.25,6851.75,6850.25,6851.50,80,46
11/19/2025,19:44:00,6851.25,6852.25,6851.00,6852.00,108,48
11/19/2025,19:44:30,6852.00,6852.25,6851.50,6851.75,34,46
11/19/2025,19:45:00,6852.00,6852.50,6851.50,6852.25,76,22
11/19/2025,19:45:30,6852.25,6852.50,6851.50,6851.75,41,27
11/19/2025,19:46:00,6851.75,6852.75,6851.50,6852.50,144,64
11/19/2025,19:46:30,6852.50,6852.50,6851.50,6851.50,27,85
11/19/2025,19:47:00,6851.50,6851.50,6849.75,6850.00,29,74
11/19/2025,19:47:30,6850.00,6850.50,6849.00,6849.75,84,59
11/19/2025,19:48:00,6849.75,6850.00,6849.00,6849.75,97,61
11/19/2025,19:48:30,6849.50,6849.75,6848.50,6849.00,28,88
11/19/2025,19:49:00,6849.25,6850.25,6849.00,6850.00,55,24
11/19/2025,19:49:30,6849.75,6851.25,6849.50,6851.25,61,20
11/19/2025,19:50:00,6851.00,6851.00,6849.50,6849.50,10,83
11/19/2025,19:50:30,6849.50,6849.75,6847.75,6847.75,52,122
11/19/2025,19:51:00,6847.75,6848.50,6847.25,6847.75,68,121
11/19/2025,19:51:30,6848.00,6848.50,6848.00,6848.00,46,13
11/19/2025,19:52:00,6848.50,6848.50,6847.75,6847.75,8,23
11/19/2025,19:52:30,6847.75,6848.00,6847.50,6847.75,24,45
11/19/2025,19:53:00,6847.75,6847.75,6847.50,6847.50,11,113
11/19/2025,19:53:30,6847.75,6848.25,6847.25,6848.25,82,105
11/19/2025,19:54:00,6848.25,6848.50,6847.75,6848.50,26,11
11/19/2025,19:54:30,6848.50,6848.50,6847.75,6847.75,11,16
11/19/2025,19:55:00,6848.00,6848.25,6847.50,6848.25,33,19
11/19/2025,19:55:30,6848.25,6848.50,6848.00,6848.25,27,3
11/19/2025,19:56:00,6848.00,6848.25,6847.75,6848.25,63,22
11/19/2025,19:56:30,6848.00,6848.25,6847.25,6847.25,72,115
11/19/2025,19:57:00,6847.25,6847.50,6845.25,6845.50,58,125
11/19/2025,19:57:30,6845.50,6846.25,6844.75,6845.50,61,56
11/19/2025,19:58:00,6845.50,6846.25,6845.50,6846.00,25,30
11/19/2025,19:58:30,6846.00,6846.00,6844.75,6845.50,34,74
11/19/2025,19:59:00,6845.25,6846.50,6845.25,6846.00,71,36
11/19/2025,19:59:30,6846.00,6846.25,6845.00,6845.00,50,154
11/19/2025,20:00:00,6845.00,6846.00,6845.00,6845.50,40,45
11/19/2025,20:00:30,6845.25,6846.00,6844.25,6844.75,98,118
11/19/2025,20:01:00,6844.75,6845.00,6844.00,6844.75,107,106
11/19/2025,20:01:30,6845.00,6845.00,6843.75,6844.25,71,107
11/19/2025,20:02:00,6844.50,6844.50,6843.25,6843.25,38,83
11/19/2025,20:02:30,6843.25,6843.25,6842.00,6842.00,74,147
11/19/2025,20:03:00,6842.00,6843.75,6841.75,6843.25,75,33
11/19/2025,20:03:30,6843.00,6844.25,6842.75,6844.00,42,39
11/19/2025,20:04:00,6844.00,6844.75,6843.50,6844.50,59,37
11/19/2025,20:04:30,6844.50,6844.75,6843.50,6843.50,32,73
11/19/2025,20:05:00,6843.50,6844.75,6843.50,6844.25,122,56
11/19/2025,20:05:30,6844.25,6844.75,6843.75,6844.50,69,45
11/19/2025,20:06:00,6844.50,6844.50,6844.00,6844.50,64,12
11/19/2025,20:06:30,6844.75,6844.75,6844.00,6844.25,12,17
11/19/2025,20:07:00,6844.00,6844.25,6843.25,6844.25,34,38
11/19/2025,20:07:30,6844.25,6845.00,6844.25,6844.75,69,41
11/19/2025,20:08:00,6845.00,6845.50,6844.50,6844.50,86,41
11/19/2025,20:08:30,6844.50,6845.50,6844.50,6844.50,47,34
11/19/2025,20:09:00,6844.50,6846.00,6844.50,6845.75,69,13
11/19/2025,20:09:30,6845.50,6846.25,6845.50,6845.75,31,45
11/19/2025,20:10:00,6845.75,6846.00,6845.50,6845.75,36,24
11/19/2025,20:10:30,6846.00,6846.00,6845.50,6846.00,37,20
11/19/2025,20:11:00,6845.75,6845.75,6844.75,6844.75,7,89
11/19/2025,20:11:30,6844.75,6846.00,6844.75,6845.25,34,24
11/19/2025,20:12:00,6845.50,6845.75,6845.25,6845.50,6,27
11/19/2025,20:12:30,6845.25,6845.75,6844.25,6844.50,20,68
11/19/2025,20:13:00,6844.75,6845.00,6844.25,6844.25,31,37
11/19/2025,20:13:30,6844.25,6844.75,6844.25,6844.50,23,18
11/19/2025,20:14:00,6844.75,6845.25,6844.75,6844.75,22,8
11/19/2025,20:14:30,6844.50,6844.50,6843.00,6843.00,22,77
11/19/2025,20:15:00,6843.00,6843.75,6842.75,6843.50,104,37
11/19/2025,20:15:30,6843.50,6844.00,6843.25,6844.00,38,24
11/19/2025,20:16:00,6844.25,6846.25,6844.25,6846.25,137,58
11/19/2025,20:16:30,6846.00,6848.25,6845.75,6848.00,165,90
11/19/2025,20:17:00,6848.00,6848.25,6847.25,6847.75,53,91
11/19/2025,20:17:30,6847.50,6847.75,6846.75,6847.25,63,90
11/19/2025,20:18:00,6847.00,6847.75,6846.75,6847.25,41,29
11/19/2025,20:18:30,6847.25,6848.00,6847.00,6847.75,41,28
11/19/2025,20:19:00,6848.00,6849.00,6848.00,6848.75,64,23
11/19/2025,20:19:30,6848.75,6848.75,6847.75,6848.25,34,68
11/19/2025,20:20:00,6848.25,6848.50,6847.75,6847.75,12,24
11/19/2025,20:20:30,6847.75,6848.00,6846.25,6847.25,47,63
11/19/2025,20:21:00,6847.00,6847.50,6846.50,6847.00,29,28
11/19/2025,20:21:30,6847.25,6848.00,6847.00,6848.00,43,16
11/19/2025,20:22:00,6847.75,6847.75,6847.00,6847.00,14,36
11/19/2025,20:22:30,6847.00,6847.75,6847.00,6847.25,9,19
11/19/2025,20:23:00,6847.00,6847.25,6846.50,6846.50,6,33
11/19/2025,20:23:30,6846.25,6847.50,6846.25,6847.50,34,12
11/19/2025,20:24:00,6847.50,6848.00,6847.25,6847.50,35,21
11/19/2025,20:24:30,6847.50,6847.75,6847.25,6847.75,11,23
11/19/2025,20:25:00,6847.75,6848.50,6847.75,6848.50,58,0
11/19/2025,20:25:30,6848.50,6849.25,6848.25,6848.75,47,14
11/19/2025,20:26:00,6849.00,6849.00,6847.75,6848.00,29,36
11/19/2025,20:26:30,6848.25,6849.00,6848.25,6849.00,57,21
11/19/2025,20:27:00,6849.25,6849.50,6848.75,6848.75,72,24
11/19/2025,20:27:30,6848.75,6849.00,6848.50,6849.00,14,24
11/19/2025,20:28:00,6849.25,6849.50,6849.00,6849.00,15,21
11/19/2025,20:28:30,6849.00,6849.25,6849.00,6849.00,1,16
11/19/2025,20:29:00,6849.00,6850.00,6849.00,6849.75,55,13
11/19/2025,20:29:30,6849.75,6851.00,6849.75,6851.00,82,37
11/19/2025,20:30:00,6850.75,6850.75,6850.25,6850.50,16,32
11/19/2025,20:30:30,6850.50,6851.25,6850.50,6851.25,75,24
11/19/2025,20:31:00,6851.50,6851.50,6850.75,6850.75,12,38
11/19/2025,20:31:30,6851.00,6851.00,6849.75,6849.75,36,63
11/19/2025,20:32:00,6850.00,6851.50,6850.00,6850.75,90,39
11/19/2025,20:32:30,6850.75,6851.00,6850.50,6850.50,37,44
11/19/2025,20:33:00,6850.50,6850.50,6849.00,6849.75,75,113
11/19/2025,20:33:30,6850.00,6850.00,6849.75,6849.75,14,10
11/19/2025,20:34:00,6849.75,6850.75,6849.50,6850.50,115,27
11/19/2025,20:34:30,6850.75,6850.75,6850.50,6850.75,45,7
11/19/2025,20:35:00,6851.00,6851.00,6850.50,6850.75,36,48
11/19/2025,20:35:30,6850.75,6851.25,6850.50,6850.75,22,38
11/19/2025,20:36:00,6851.00,6851.25,6850.75,6851.00,27,10
11/19/2025,20:36:30,6851.00,6851.75,6851.00,6851.75,103,25
11/19/2025,20:37:00,6851.75,6851.75,6851.25,6851.75,29,26
11/19/2025,20:37:30,6851.25,6851.75,6851.25,6851.50,30,39
11/19/2025,20:38:00,6851.25,6851.50,6850.50,6850.75,28,28
11/19/2025,20:38:30,6850.75,6850.75,6850.50,6850.50,13,17
11/19/2025,20:39:00,6850.50,6851.00,6850.50,6850.50,26,39
11/19/2025,20:39:30,6850.50,6851.00,6850.25,6850.75,42,36
11/19/2025,20:40:00,6851.00,6851.00,6850.50,6850.75,14,18
11/19/2025,20:40:30,6850.75,6851.00,6849.75,6849.75,33,55
11/19/2025,20:41:00,6850.00,6850.00,6849.25,6849.75,69,39
11/19/2025,20:41:30,6849.75,6850.50,6849.50,6850.25,65,29
11/19/2025,20:42:00,6850.00,6850.50,6849.75,6850.25,19,27
11/19/2025,20:42:30,6850.25,6850.75,6850.00,6850.25,35,25
11/19/2025,20:43:00,6850.25,6850.25,6848.75,6849.00,48,83
11/19/2025,20:43:30,6849.00,6849.00,6847.75,6848.75,35,73
11/19/2025,20:44:00,6848.75,6849.25,6848.50,6849.25,45,20
11/19/2025,20:44:30,6849.00,6849.25,6848.25,6848.50,17,51
11/19/2025,20:45:00,6848.75,6849.50,6848.75,6849.25,38,13
11/19/2025,20:45:30,6849.50,6849.75,6848.75,6849.25,28,25
11/19/2025,20:46:00,6849.00,6850.00,6849.00,6849.50,36,34
11/19/2025,20:46:30,6849.75,6851.25,6849.75,6850.75,63,14
11/19/2025,20:47:00,6850.75,6851.00,6850.75,6850.75,9,16
11/19/2025,20:47:30,6850.75,6851.00,6850.25,6850.25,4,55
11/19/2025,20:48:00,6850.25,6850.25,6849.50,6849.75,116,60
11/19/2025,20:48:30,6850.00,6850.75,6849.75,6850.75,31,11
11/19/2025,20:49:00,6850.75,6850.75,6849.75,6849.75,4,31
11/19/2025,20:49:30,6849.75,6850.25,6849.50,6849.75,19,19
11/19/2025,20:50:00,6849.75,6849.75,6848.50,6849.75,31,29
11/19/2025,20:50:30,6850.00,6850.50,6850.00,6850.50,43,7
11/19/2025,20:51:00,6850.25,6850.25,6850.00,6850.25,3,20
11/19/2025,20:51:30,6850.00,6850.50,6849.50,6850.25,15,12
11/19/2025,20:52:00,6850.25,6850.25,6850.00,6850.25,11,11
11/19/2025,20:52:30,6850.25,6850.25,6849.00,6849.25,9,41
11/19/2025,20:53:00,6849.25,6849.50,6849.00,6849.00,46,47
11/19/2025,20:53:30,6849.00,6850.00,6849.00,6850.00,64,29
11/19/2025,20:54:00,6850.25,6852.50,6850.25,6852.50,223,68
11/19/2025,20:54:30,6852.50,6852.50,6851.25,6851.25,84,82
11/19/2025,20:55:00,6851.25,6851.25,6850.25,6850.25,29,64
11/19/2025,20:55:30,6850.25,6850.25,6848.75,6848.75,78,65
11/19/2025,20:56:00,6848.75,6849.25,6847.75,6848.25,107,130
11/19/2025,20:56:30,6848.50,6848.75,6846.75,6847.50,52,98
11/19/2025,20:57:00,6847.25,6848.00,6846.75,6847.75,43,30
11/19/2025,20:57:30,6848.00,6848.50,6847.75,6848.50,45,25
11/19/2025,20:58:00,6848.75,6849.75,6848.50,6849.75,73,7
11/19/2025,20:58:30,6849.75,6851.25,6849.75,6851.00,63,35
11/19/2025,20:59:00,6851.25,6852.00,6851.00,6851.25,26,40
11/19/2025,20:59:30,6851.25,6852.00,6851.25,6851.50,32,27
11/19/2025,21:00:00,6851.25,6851.75,6850.75,6851.50,27,52
11/19/2025,21:00:30,6851.25,6851.50,6850.75,6851.00,30,44
11/19/2025,21:01:00,6850.75,6852.25,6850.75,6851.75,42,49
11/19/2025,21:01:30,6852.00,6853.00,6851.75,6853.00,117,43
11/19/2025,21:02:00,6853.00,6853.25,6852.50,6852.50,80,69
11/19/2025,21:02:30,6852.75,6852.75,6852.25,6852.75,35,12
11/19/2025,21:03:00,6852.75,6856.00,6852.75,6852.75,672,381
11/19/2025,21:03:30,6852.50,6852.75,6851.75,6852.25,48,60
11/19/2025,21:04:00,6852.00,6852.25,6851.25,6852.25,48,64
11/19/2025,21:04:30,6852.25,6852.50,6852.00,6852.25,43,49
11/19/2025,21:05:00,6852.25,6852.50,6851.75,6852.00,37,18
11/19/2025,21:05:30,6852.00,6852.75,6851.75,6852.75,34,32
11/19/2025,21:06:00,6852.75,6853.75,6852.50,6853.50,79,33
11/19/2025,21:06:30,6853.50,6853.50,6852.25,6852.50,17,53
11/19/2025,21:07:00,6852.50,6852.50,6851.50,6851.75,32,48
11/19/2025,21:07:30,6852.00,6852.75,6851.25,6851.25,40,54
11/19/2025,21:08:00,6851.25,6851.75,6850.00,6850.50,54,103
11/19/2025,21:08:30,6850.00,6851.00,6849.75,6850.00,36,56
